empleado_id,fecha,hora_inicio,hora_fin,tipo_turno,ubicacion,notas
E056,2024-06-14,21:15,04:15,Tarde,Oficina Central,
E065,2025-04-14,18:00,00:00,Tarde,Oficina Remota,Laborum excepturi debitis aperiam saepe voluptates.
E144,2025-02-09,20:21,04:21,Tarde,Planta de Producción,
E110,2024-12-27,04:12,10:12,Mañana,Almacén,
E052,2024-07-29,05:20,11:20,Noche,Almacén,
E052,2024-10-25,03:07,09:07,Tarde,Oficina Central,Cum dolores dignissimos beatae rerum.
E089,2024-09-02,01:28,09:28,Noche,Planta de Producción,
E086,2025-04-14,21:42,03:42,Mañana,Planta de Producción,
E059,2025-01-23,23:46,07:46,Mañana,Oficina Central,
E142,2024-12-20,01:10,09:10,Libre,Planta de Producción,
E028,2024-11-05,10:42,17:42,Tarde,Oficina Remota,
E090,2025-03-09,13:25,19:25,Tarde,Almacén,
E130,2024-09-21,02:56,10:56,Mañana,Almacén,
E120,2024-10-13,18:56,01:56,Noche,Almacén,
E060,2024-08-06,23:05,07:05,Libre,Oficina Central,
E027,2024-11-26,23:03,05:03,Mañana,Oficina Remota,
E003,2024-08-01,07:48,15:48,Libre,Oficina Central,
E071,2024-08-13,19:56,03:56,Libre,Planta de Producción,
E010,2024-12-31,18:32,00:32,Noche,Planta de Producción,
E076,2025-02-07,00:59,07:59,Mañana,Almacén,
E138,2025-01-22,02:23,08:23,Tarde,Almacén,
E052,2024-06-05,22:54,05:54,Mañana,Oficina Central,
E009,2024-05-05,20:08,02:08,Noche,Oficina Remota,
E131,2025-01-14,04:19,12:19,Mañana,Planta de Producción,
E088,2024-08-11,09:53,17:53,Noche,Oficina Central,
E011,2025-02-12,10:49,16:49,Libre,Planta de Producción,
E138,2024-08-24,08:38,14:38,Libre,Almacén,
E030,2024-11-13,22:15,04:15,Noche,Oficina Remota,
E132,2025-03-23,14:35,21:35,Libre,Oficina Remota,
E135,2024-08-17,09:59,17:59,Libre,Oficina Remota,
E013,2024-09-29,10:52,17:52,Tarde,Almacén,
E111,2025-04-09,22:02,05:02,Libre,Oficina Remota,Asperiores ea excepturi.
E108,2025-02-04,18:25,01:25,Noche,Oficina Central,
E082,2024-10-07,16:25,23:25,Mañana,Planta de Producción,
E041,2024-11-14,06:24,12:24,Tarde,Planta de Producción,
E147,2024-11-27,00:56,06:56,Libre,Oficina Remota,
E055,2024-05-31,12:18,20:18,Tarde,Almacén,
E140,2024-12-31,18:25,01:25,Libre,Planta de Producción,
E098,2024-07-11,22:30,05:30,Libre,Oficina Remota,
E131,2024-10-30,22:33,06:33,Noche,Oficina Remota,
E075,2025-03-19,17:12,23:12,Noche,Almacén,
E053,2024-12-21,12:45,18:45,Libre,Oficina Remota,Temporibus ab explicabo doloribus.
E134,2024-11-28,14:28,20:28,Libre,Oficina Remota,
E132,2024-07-10,00:13,07:13,Noche,Planta de Producción,
E148,2025-03-24,08:38,15:38,Libre,Oficina Remota,
E075,2025-01-22,23:12,05:12,Libre,Almacén,
E137,2024-10-20,00:48,08:48,Noche,Almacén,
E058,2024-11-01,10:09,16:09,Libre,Almacén,
E063,2025-02-12,21:10,04:10,Tarde,Oficina Remota,Optio aliquid distinctio perspiciatis rerum delectus.
E119,2024-06-20,04:28,10:28,Libre,Oficina Remota,
E061,2025-04-17,02:37,09:37,Libre,Oficina Central,
E144,2024-08-19,11:34,17:34,Mañana,Oficina Central,
E112,2025-02-14,01:13,08:13,Tarde,Almacén,
E112,2024-07-17,21:01,05:01,Tarde,Oficina Central,In tempora earum numquam impedit iure.
E053,2025-01-01,03:57,11:57,Noche,Oficina Central,Laborum itaque asperiores.
E052,2024-08-01,09:36,17:36,Tarde,Oficina Remota,
E099,2024-08-21,14:18,21:18,Libre,Oficina Remota,
E022,2025-01-09,07:52,15:52,Libre,Oficina Remota,
E009,2024-11-15,09:25,16:25,Mañana,Oficina Central,
E016,2025-01-22,16:11,00:11,Libre,Almacén,
E117,2024-11-03,01:33,08:33,Tarde,Oficina Central,
E085,2024-07-21,18:08,01:08,Mañana,Almacén,
E081,2025-01-24,10:25,17:25,Mañana,Almacén,
E142,2025-02-19,21:45,05:45,Tarde,Oficina Central,
E080,2024-09-19,09:52,15:52,Libre,Almacén,
E093,2024-05-24,09:04,15:04,Noche,Planta de Producción,
E042,2024-06-13,08:04,15:04,Libre,Oficina Remota,
E087,2025-01-16,12:00,20:00,Noche,Oficina Remota,
E075,2025-04-14,06:00,12:00,Tarde,Planta de Producción,
E059,2024-09-26,05:15,11:15,Mañana,Almacén,
E087,2025-03-18,07:03,14:03,Mañana,Oficina Remota,
E031,2024-11-22,02:51,10:51,Mañana,Planta de Producción,
E070,2025-04-08,23:13,07:13,Libre,Oficina Remota,
E038,2024-12-25,22:35,06:35,Mañana,Oficina Central,
E010,2025-01-14,17:40,23:40,Noche,Almacén,
E097,2024-04-24,20:08,02:08,Tarde,Planta de Producción,
E026,2025-03-01,22:26,05:26,Libre,Almacén,
E025,2024-08-19,04:07,12:07,Libre,Planta de Producción,
E065,2025-02-06,00:14,06:14,Libre,Oficina Central,
E108,2025-01-02,23:44,07:44,Libre,Planta de Producción,
E057,2025-01-11,18:00,02:00,Noche,Almacén,
E141,2024-07-11,22:58,06:58,Noche,Oficina Central,
E068,2024-10-23,10:01,16:01,Libre,Oficina Central,
E125,2024-07-27,09:59,15:59,Tarde,Oficina Remota,
E009,2025-02-08,09:43,15:43,Libre,Oficina Remota,Sapiente esse at id ipsum ea.
E126,2024-08-10,05:44,12:44,Tarde,Almacén,
E096,2024-08-08,06:36,13:36,Noche,Planta de Producción,
E123,2025-01-23,09:42,15:42,Tarde,Almacén,Eaque a beatae repellendus deserunt odio.
E046,2024-05-11,09:53,17:53,Tarde,Almacén,
E085,2025-04-09,16:08,00:08,Noche,Oficina Remota,
E146,2024-05-07,14:55,21:55,Mañana,Oficina Remota,
E031,2025-01-18,16:27,23:27,Tarde,Almacén,
E111,2024-05-07,00:30,06:30,Noche,Oficina Central,
E093,2024-05-11,09:21,15:21,Mañana,Oficina Remota,Molestiae tempora earum aut.
E149,2024-10-06,15:00,23:00,Tarde,Oficina Central,
E050,2024-11-12,03:13,10:13,Tarde,Oficina Central,
E001,2024-09-10,02:02,08:02,Noche,Oficina Central,
E020,2024-08-11,16:38,00:38,Libre,Oficina Central,Fugiat molestias odit consequatur quod dignissimos.
E072,2025-03-22,03:08,10:08,Libre,Planta de Producción,
E114,2025-04-07,23:30,06:30,Mañana,Oficina Central,
E148,2025-04-19,13:08,20:08,Mañana,Planta de Producción,
E011,2024-10-24,00:25,06:25,Noche,Oficina Remota,Doloribus similique dignissimos maiores sequi.
E040,2025-03-16,13:29,19:29,Tarde,Planta de Producción,
E086,2025-04-02,00:21,08:21,Libre,Oficina Remota,
E064,2025-02-22,00:19,07:19,Tarde,Oficina Remota,
E106,2024-08-27,10:44,17:44,Libre,Planta de Producción,
E023,2024-10-15,04:38,12:38,Mañana,Planta de Producción,
E064,2025-01-30,00:03,08:03,Noche,Oficina Central,
E129,2025-01-18,06:23,13:23,Noche,Planta de Producción,
E138,2024-10-07,14:05,20:05,Libre,Oficina Remota,
E062,2024-06-03,00:44,08:44,Tarde,Planta de Producción,
E064,2024-09-08,22:15,05:15,Mañana,Almacén,
E143,2024-06-27,22:14,04:14,Mañana,Oficina Remota,
E106,2024-07-03,08:14,16:14,Tarde,Almacén,
E092,2024-10-28,06:57,14:57,Mañana,Planta de Producción,
E098,2024-08-08,19:35,03:35,Mañana,Almacén,
E058,2025-02-11,20:57,04:57,Mañana,Almacén,
E037,2024-05-10,05:32,11:32,Mañana,Oficina Central,Voluptas consequuntur hic mollitia temporibus tempore.
E123,2025-04-06,20:10,03:10,Mañana,Almacén,
E016,2024-08-02,10:30,17:30,Tarde,Planta de Producción,
E027,2024-04-23,17:56,23:56,Tarde,Oficina Remota,
E105,2024-07-23,06:14,14:14,Mañana,Planta de Producción,
E149,2024-07-27,00:59,07:59,Noche,Planta de Producción,
E018,2024-11-23,16:32,00:32,Mañana,Oficina Central,
E142,2025-02-28,05:45,11:45,Noche,Planta de Producción,
E011,2025-01-03,06:31,13:31,Noche,Oficina Central,
E142,2024-06-18,05:46,13:46,Tarde,Oficina Central,
E068,2024-09-11,02:30,08:30,Noche,Planta de Producción,
E017,2024-10-13,12:38,19:38,Noche,Oficina Remota,Blanditiis distinctio dolores ducimus.
E099,2024-06-27,08:56,15:56,Mañana,Oficina Central,
E059,2025-02-20,17:30,01:30,Libre,Oficina Remota,
E068,2024-10-15,10:14,17:14,Noche,Oficina Remota,
E091,2024-08-22,03:41,10:41,Tarde,Planta de Producción,
E092,2024-11-26,10:56,16:56,Mañana,Almacén,
E087,2024-05-19,20:17,03:17,Noche,Almacén,
E038,2024-11-30,01:04,09:04,Mañana,Planta de Producción,
E008,2024-05-22,04:23,12:23,Libre,Oficina Central,
E123,2024-07-22,07:23,13:23,Tarde,Oficina Central,
E085,2025-02-03,07:32,13:32,Libre,Oficina Central,Odit laborum nobis.
E101,2025-04-07,17:56,23:56,Noche,Almacén,
E104,2025-03-26,05:33,12:33,Tarde,Planta de Producción,
E109,2025-02-22,19:03,02:03,Libre,Almacén,
E082,2024-05-12,09:35,15:35,Libre,Oficina Remota,
E073,2024-06-13,10:05,16:05,Noche,Planta de Producción,
E020,2024-09-23,23:50,05:50,Tarde,Planta de Producción,
E051,2025-04-09,13:14,19:14,Mañana,Oficina Central,
E028,2024-12-13,02:22,09:22,Libre,Oficina Central,
E049,2024-10-07,19:11,01:11,Tarde,Planta de Producción,
E041,2025-02-28,21:42,03:42,Mañana,Oficina Central,
E039,2024-07-31,05:53,12:53,Tarde,Planta de Producción,
E092,2024-05-19,20:04,04:04,Tarde,Oficina Remota,
E065,2024-05-22,21:25,05:25,Mañana,Planta de Producción,
E120,2024-10-28,23:39,05:39,Libre,Almacén,
E007,2025-02-03,06:41,14:41,Mañana,Oficina Remota,
E010,2025-02-07,05:32,11:32,Noche,Oficina Remota,
E142,2024-08-19,13:50,19:50,Tarde,Oficina Central,
E104,2024-08-25,21:41,03:41,Noche,Oficina Central,
E141,2024-06-29,09:58,16:58,Mañana,Oficina Central,
E013,2025-01-02,00:57,06:57,Noche,Oficina Central,Voluptate unde laudantium sequi.
E009,2024-11-25,00:54,08:54,Mañana,Almacén,
E102,2025-03-11,06:57,12:57,Mañana,Planta de Producción,
E090,2025-03-02,04:32,11:32,Noche,Oficina Central,
E073,2024-10-06,11:31,19:31,Mañana,Planta de Producción,Dolores temporibus nam commodi.
E071,2025-03-26,20:55,02:55,Mañana,Oficina Central,
E038,2024-08-10,19:30,03:30,Tarde,Almacén,
E077,2024-09-11,00:56,08:56,Tarde,Almacén,
E046,2024-06-09,22:19,06:19,Mañana,Oficina Remota,
E111,2024-09-05,21:25,04:25,Tarde,Oficina Remota,
E120,2024-07-25,09:40,15:40,Tarde,Planta de Producción,
E144,2025-01-28,08:09,16:09,Tarde,Oficina Remota,
E019,2024-08-01,09:40,17:40,Tarde,Almacén,
E075,2024-05-06,23:44,06:44,Tarde,Almacén,
E134,2024-12-12,00:34,08:34,Noche,Oficina Remota,
E091,2025-03-02,18:07,02:07,Noche,Oficina Central,
E008,2024-11-16,13:27,19:27,Mañana,Almacén,
E002,2024-08-19,01:13,09:13,Tarde,Oficina Remota,
E012,2024-08-08,23:33,05:33,Noche,Oficina Central,
E059,2024-12-05,07:02,13:02,Libre,Oficina Central,
E118,2024-08-25,11:07,19:07,Mañana,Planta de Producción,
E014,2024-07-26,05:51,11:51,Noche,Oficina Remota,
E123,2024-08-24,09:45,17:45,Mañana,Planta de Producción,
E029,2024-12-13,03:16,09:16,Mañana,Planta de Producción,
E143,2024-11-26,21:36,05:36,Noche,Oficina Remota,
E150,2025-04-22,14:13,20:13,Tarde,Planta de Producción,
E001,2025-01-02,02:27,08:27,Noche,Planta de Producción,
E023,2024-06-28,23:00,07:00,Noche,Oficina Central,
E043,2024-05-16,00:45,06:45,Libre,Almacén,
E041,2024-11-28,05:37,12:37,Noche,Planta de Producción,
E083,2024-12-08,07:30,15:30,Mañana,Planta de Producción,
E020,2025-03-25,06:40,12:40,Libre,Almacén,
E055,2024-12-18,11:49,18:49,Libre,Oficina Central,
E042,2025-03-20,23:40,07:40,Noche,Oficina Central,
E106,2024-05-23,07:16,13:16,Mañana,Planta de Producción,
E102,2025-03-10,03:21,11:21,Libre,Oficina Remota,
E139,2024-08-25,19:33,01:33,Mañana,Planta de Producción,Culpa adipisci nemo laboriosam.
E134,2024-12-08,19:20,02:20,Mañana,Oficina Central,Nihil delectus voluptas aperiam beatae repellat.
E146,2024-11-25,05:08,12:08,Noche,Almacén,
E006,2024-10-17,12:09,18:09,Noche,Oficina Central,
E021,2024-06-28,16:21,22:21,Tarde,Almacén,
E019,2024-08-20,02:27,08:27,Libre,Almacén,
E004,2024-06-26,15:48,23:48,Libre,Oficina Remota,Incidunt quis expedita earum.
E070,2024-04-26,03:03,10:03,Mañana,Planta de Producción,
E123,2024-11-12,15:32,22:32,Noche,Almacén,
E118,2025-02-07,16:17,22:17,Mañana,Almacén,
E075,2024-10-20,21:39,05:39,Libre,Planta de Producción,
E108,2024-07-11,08:50,14:50,Noche,Almacén,
E024,2024-06-03,16:34,00:34,Noche,Planta de Producción,
E009,2024-08-29,02:22,10:22,Libre,Oficina Central,
E053,2024-12-07,15:02,23:02,Noche,Almacén,
E132,2024-07-03,04:59,12:59,Libre,Almacén,Tempora at quisquam architecto quisquam.
E019,2024-08-20,23:34,06:34,Tarde,Planta de Producción,
E067,2024-09-07,13:45,19:45,Tarde,Almacén,
E102,2025-02-27,20:57,02:57,Mañana,Oficina Remota,
E057,2025-01-27,19:58,02:58,Mañana,Oficina Remota,
E078,2025-04-19,07:00,13:00,Libre,Almacén,
E078,2024-07-26,09:12,15:12,Noche,Oficina Remota,
E004,2024-06-12,06:26,13:26,Libre,Oficina Remota,
E105,2025-02-25,07:27,13:27,Tarde,Planta de Producción,
E078,2025-01-23,16:38,00:38,Tarde,Almacén,
E037,2024-08-03,02:28,10:28,Libre,Oficina Remota,
E034,2024-07-05,02:32,10:32,Tarde,Almacén,
E008,2024-05-07,02:21,09:21,Libre,Almacén,
E012,2024-10-23,13:30,21:30,Libre,Oficina Remota,
E086,2024-08-18,11:52,17:52,Libre,Almacén,
E135,2025-03-01,04:31,10:31,Mañana,Almacén,
E027,2024-08-28,09:23,16:23,Libre,Oficina Central,Facere laborum ex tenetur atque.
E037,2024-08-26,23:15,07:15,Tarde,Almacén,
E118,2025-02-15,20:16,02:16,Tarde,Planta de Producción,
E044,2024-07-21,22:22,06:22,Tarde,Almacén,
E036,2024-11-30,15:43,23:43,Tarde,Oficina Remota,
E093,2024-09-19,12:46,20:46,Noche,Oficina Remota,
E006,2024-09-04,16:37,22:37,Tarde,Planta de Producción,
E141,2024-08-22,05:56,12:56,Noche,Almacén,
E039,2024-06-28,11:46,18:46,Libre,Almacén,
E130,2024-10-21,13:34,21:34,Noche,Almacén,
E041,2024-08-12,09:44,16:44,Noche,Oficina Remota,
E061,2024-08-28,18:41,01:41,Mañana,Planta de Producción,
E070,2024-10-19,19:10,01:10,Noche,Oficina Remota,
E024,2024-07-08,00:47,07:47,Noche,Almacén,Itaque enim aliquid.
E123,2025-01-19,20:14,02:14,Tarde,Oficina Central,
E061,2025-02-21,13:02,20:02,Libre,Almacén,
E056,2024-08-05,19:05,03:05,Libre,Oficina Central,
E071,2025-02-05,18:57,00:57,Noche,Oficina Central,
E101,2025-01-08,14:09,20:09,Libre,Oficina Remota,
E116,2024-06-28,18:46,02:46,Noche,Planta de Producción,
E104,2025-01-17,10:36,16:36,Tarde,Oficina Remota,
E093,2025-03-30,08:37,16:37,Tarde,Oficina Central,
E146,2024-10-13,14:43,21:43,Noche,Oficina Central,
E137,2024-11-22,02:35,08:35,Libre,Almacén,
E071,2024-10-19,23:28,07:28,Noche,Planta de Producción,
E037,2024-04-25,23:55,05:55,Libre,Oficina Remota,
E084,2025-02-14,15:24,21:24,Libre,Planta de Producción,
E081,2024-08-07,21:03,04:03,Noche,Oficina Remota,
E021,2024-08-30,08:01,14:01,Mañana,Planta de Producción,
E135,2024-10-28,17:17,23:17,Mañana,Oficina Central,
E119,2024-06-25,06:13,12:13,Noche,Oficina Remota,
E132,2024-06-11,18:36,01:36,Libre,Almacén,
E129,2024-11-20,13:08,20:08,Tarde,Almacén,
E030,2024-04-29,09:56,17:56,Noche,Planta de Producción,Voluptatem omnis odit vel impedit perferendis.
E149,2025-01-27,20:21,03:21,Tarde,Oficina Remota,
E105,2024-09-25,13:30,21:30,Noche,Oficina Remota,
E115,2025-03-21,12:40,18:40,Noche,Oficina Remota,
E025,2025-04-16,18:38,02:38,Mañana,Oficina Central,
E117,2024-11-25,16:51,23:51,Tarde,Oficina Remota,
E031,2024-12-24,18:17,01:17,Libre,Oficina Remota,
E131,2024-08-06,17:03,01:03,Noche,Planta de Producción,
E085,2024-08-13,12:47,18:47,Noche,Planta de Producción,Debitis in voluptas.
E103,2024-10-23,09:19,17:19,Mañana,Planta de Producción,
E038,2025-04-02,20:34,02:34,Noche,Oficina Central,
E036,2025-03-10,22:16,05:16,Mañana,Almacén,
E102,2024-07-21,10:57,16:57,Mañana,Almacén,
E014,2025-04-19,18:54,00:54,Mañana,Oficina Central,
E025,2024-11-24,07:07,14:07,Tarde,Oficina Remota,
E083,2025-02-25,01:15,08:15,Noche,Almacén,Nihil quibusdam fugit autem.
E022,2024-05-30,23:50,06:50,Tarde,Oficina Central,
E093,2024-06-16,03:32,09:32,Mañana,Planta de Producción,
E090,2025-03-29,14:47,20:47,Tarde,Oficina Central,
E052,2024-11-19,06:15,13:15,Mañana,Oficina Remota,Ipsam minus optio cum vel commodi.
E130,2024-07-17,06:40,13:40,Noche,Oficina Central,
E091,2025-01-01,18:14,01:14,Tarde,Almacén,
E124,2024-11-10,03:44,09:44,Noche,Oficina Central,
E071,2024-10-14,02:29,08:29,Mañana,Oficina Central,
E042,2024-08-05,09:23,15:23,Mañana,Oficina Remota,
E015,2024-10-02,10:24,16:24,Noche,Oficina Remota,
E145,2024-10-16,00:31,06:31,Mañana,Planta de Producción,
E015,2024-09-14,23:14,07:14,Libre,Planta de Producción,
E095,2024-05-30,03:41,09:41,Libre,Almacén,
E064,2025-04-01,20:22,02:22,Tarde,Almacén,
E135,2024-06-21,00:41,06:41,Noche,Planta de Producción,
E066,2025-01-07,02:51,09:51,Tarde,Almacén,Iste fuga neque.
E051,2024-06-14,04:54,10:54,Mañana,Oficina Remota,
E113,2025-02-16,19:13,02:13,Libre,Oficina Central,
E033,2025-03-04,22:42,06:42,Mañana,Oficina Remota,
E088,2024-12-23,09:17,15:17,Noche,Oficina Remota,
E106,2024-06-09,17:30,00:30,Mañana,Oficina Central,
E126,2024-05-07,08:53,15:53,Noche,Oficina Remota,
E061,2024-07-20,19:04,02:04,Libre,Planta de Producción,
E014,2024-12-06,07:50,14:50,Tarde,Oficina Remota,
E126,2025-01-02,12:17,18:17,Mañana,Oficina Remota,
E068,2025-01-19,23:53,05:53,Tarde,Oficina Central,Veniam voluptatem laboriosam placeat perspiciatis.
E062,2024-10-08,09:13,16:13,Libre,Planta de Producción,
E143,2024-08-23,19:49,01:49,Mañana,Oficina Remota,
E074,2025-03-24,23:20,07:20,Noche,Almacén,Nostrum optio beatae est.
E132,2024-07-26,15:27,21:27,Noche,Almacén,
E089,2024-11-08,23:56,06:56,Tarde,Almacén,
E141,2025-01-09,08:58,14:58,Noche,Almacén,
E014,2025-02-12,18:24,00:24,Libre,Oficina Remota,
E039,2025-01-21,15:17,21:17,Mañana,Almacén,
E024,2024-05-22,08:59,15:59,Noche,Planta de Producción,
E047,2024-09-13,16:05,23:05,Libre,Oficina Remota,
E013,2024-11-06,21:47,03:47,Noche,Oficina Remota,
E116,2025-04-13,01:36,09:36,Tarde,Oficina Central,
E012,2024-05-05,17:21,00:21,Libre,Oficina Remota,Ut cum animi at.
E017,2025-04-02,08:41,16:41,Mañana,Planta de Producción,
E097,2024-07-07,13:26,20:26,Libre,Almacén,
E044,2024-08-30,18:17,00:17,Mañana,Oficina Remota,
E051,2025-01-20,01:21,09:21,Mañana,Planta de Producción,
E040,2024-06-18,07:51,15:51,Libre,Oficina Central,
E001,2024-07-10,18:41,02:41,Mañana,Planta de Producción,
E036,2025-04-11,19:43,03:43,Libre,Oficina Central,
E145,2025-01-20,08:36,15:36,Noche,Planta de Producción,
E091,2024-04-23,13:48,19:48,Mañana,Planta de Producción,
E079,2024-05-07,12:49,18:49,Libre,Oficina Remota,
E110,2024-05-10,20:45,04:45,Noche,Planta de Producción,
E004,2024-08-20,20:43,04:43,Mañana,Oficina Remota,
E099,2025-04-16,04:56,12:56,Mañana,Almacén,
E062,2024-06-20,09:24,15:24,Tarde,Oficina Remota,
E032,2024-08-07,21:05,04:05,Tarde,Oficina Central,
E076,2024-10-12,02:05,09:05,Tarde,Planta de Producción,
E064,2024-11-11,13:39,20:39,Mañana,Planta de Producción,
E065,2024-08-26,00:51,07:51,Libre,Oficina Remota,
E011,2025-01-09,19:16,01:16,Libre,Planta de Producción,
E024,2024-07-31,11:12,18:12,Tarde,Oficina Remota,
E143,2024-08-12,07:43,13:43,Tarde,Oficina Central,
E097,2024-08-02,13:46,19:46,Mañana,Oficina Remota,
E144,2025-01-27,16:57,23:57,Tarde,Almacén,
E144,2024-10-10,06:10,13:10,Noche,Oficina Remota,
E030,2024-08-09,23:53,06:53,Tarde,Oficina Central,
E044,2024-07-18,10:44,16:44,Mañana,Oficina Central,
E061,2024-05-21,13:56,20:56,Mañana,Almacén,
E146,2025-02-07,18:50,00:50,Mañana,Planta de Producción,
E125,2025-03-17,03:17,09:17,Libre,Planta de Producción,
E113,2024-05-10,10:41,17:41,Tarde,Oficina Central,
E134,2025-01-03,07:20,15:20,Mañana,Almacén,
E024,2024-10-23,01:26,08:26,Libre,Almacén,
E093,2024-05-06,09:12,17:12,Tarde,Planta de Producción,
E031,2025-03-09,17:36,23:36,Tarde,Planta de Producción,Iste laudantium velit aliquam.
E104,2025-02-08,12:04,20:04,Noche,Oficina Remota,
E150,2024-05-21,18:50,00:50,Libre,Oficina Central,
E117,2025-02-24,07:45,14:45,Tarde,Planta de Producción,
E045,2024-07-11,13:19,19:19,Noche,Oficina Remota,
E135,2025-01-29,16:27,00:27,Noche,Oficina Remota,
E054,2024-05-15,22:07,04:07,Libre,Oficina Remota,
E120,2024-09-27,17:55,00:55,Mañana,Almacén,
E138,2025-01-02,00:37,06:37,Noche,Planta de Producción,
E020,2024-07-14,14:45,20:45,Libre,Oficina Central,
E036,2025-01-01,11:04,19:04,Mañana,Oficina Central,
E021,2024-05-22,18:01,00:01,Noche,Almacén,
E098,2024-09-09,02:50,08:50,Libre,Oficina Remota,
E138,2024-06-21,05:58,13:58,Tarde,Oficina Remota,Consequatur mollitia commodi corporis.
E070,2025-01-28,17:34,23:34,Mañana,Oficina Central,
E083,2025-02-19,16:23,00:23,Mañana,Almacén,
E126,2025-02-16,18:45,00:45,Tarde,Oficina Remota,
E095,2025-04-18,14:50,22:50,Noche,Almacén,
E046,2024-12-18,21:52,04:52,Tarde,Oficina Remota,
E115,2024-09-01,18:16,00:16,Libre,Almacén,
E101,2024-06-05,06:38,12:38,Libre,Planta de Producción,
E031,2025-01-16,12:54,20:54,Noche,Planta de Producción,
E076,2025-03-15,08:36,16:36,Libre,Oficina Remota,
E026,2024-08-23,16:22,23:22,Libre,Oficina Central,Dolorum doloribus mollitia sed reprehenderit necessitatibus.
E056,2024-04-30,11:10,19:10,Libre,Oficina Central,
E106,2025-04-17,18:03,01:03,Tarde,Almacén,
E020,2024-06-20,04:49,11:49,Mañana,Oficina Remota,
E039,2024-08-18,04:39,11:39,Libre,Planta de Producción,
E048,2024-05-25,23:16,06:16,Mañana,Oficina Remota,
E015,2024-08-28,09:12,16:12,Noche,Oficina Remota,Eius aspernatur molestiae a quam.
E092,2024-09-09,13:19,21:19,Noche,Almacén,
E036,2025-01-07,00:14,08:14,Mañana,Almacén,
E087,2024-06-08,07:06,15:06,Libre,Oficina Remota,
E041,2025-03-10,01:00,07:00,Tarde,Planta de Producción,
E068,2024-07-24,08:00,15:00,Noche,Almacén,
E115,2024-10-19,13:13,19:13,Libre,Oficina Central,
E076,2024-12-29,13:30,21:30,Noche,Oficina Remota,
E145,2024-08-30,13:48,21:48,Noche,Almacén,Corrupti omnis error.
E113,2024-11-16,21:03,03:03,Mañana,Planta de Producción,Nostrum pariatur atque.
E131,2024-04-22,03:14,10:14,Tarde,Planta de Producción,
E070,2024-10-20,13:08,21:08,Noche,Oficina Central,
E002,2025-01-06,17:12,01:12,Libre,Almacén,
E078,2024-07-17,13:29,21:29,Tarde,Almacén,
E062,2025-01-10,08:13,14:13,Noche,Planta de Producción,
E039,2024-05-26,14:48,22:48,Tarde,Almacén,
E091,2024-07-03,09:31,17:31,Tarde,Planta de Producción,
E084,2024-04-26,11:55,17:55,Libre,Almacén,Consequuntur provident facilis et.
E122,2024-10-16,00:55,08:55,Libre,Planta de Producción,
E021,2024-10-13,07:19,15:19,Mañana,Oficina Remota,
E073,2024-07-28,05:23,11:23,Mañana,Planta de Producción,
E083,2025-03-15,08:21,16:21,Noche,Planta de Producción,
E114,2024-09-22,20:03,02:03,Libre,Planta de Producción,
E002,2024-12-25,23:34,05:34,Mañana,Oficina Central,
E053,2024-08-07,10:20,16:20,Tarde,Planta de Producción,Libero exercitationem harum quia sint.
E122,2025-02-07,09:04,15:04,Noche,Oficina Central,
E057,2024-12-15,08:47,15:47,Tarde,Oficina Remota,
E031,2024-12-06,01:45,07:45,Mañana,Planta de Producción,
E110,2024-10-17,19:05,02:05,Tarde,Almacén,
E109,2024-08-14,09:20,16:20,Tarde,Oficina Remota,
E142,2024-07-29,06:26,14:26,Tarde,Oficina Remota,Deleniti id culpa.
E089,2025-03-29,05:05,12:05,Mañana,Oficina Remota,
E139,2025-03-02,19:21,02:21,Noche,Almacén,
E082,2024-10-01,13:33,21:33,Tarde,Oficina Central,
E093,2024-05-22,23:19,07:19,Tarde,Oficina Central,
E054,2025-03-11,05:07,12:07,Tarde,Oficina Remota,
E003,2024-11-09,05:49,12:49,Mañana,Almacén,
E015,2024-08-06,02:20,10:20,Mañana,Oficina Remota,
E089,2025-04-14,23:24,05:24,Libre,Planta de Producción,
E093,2025-03-05,13:14,20:14,Mañana,Oficina Central,
E056,2024-07-24,07:00,13:00,Noche,Oficina Central,
E028,2024-10-28,14:16,20:16,Noche,Oficina Remota,
E147,2025-01-16,07:16,15:16,Tarde,Almacén,
E042,2024-05-24,23:57,06:57,Libre,Planta de Producción,
E004,2024-09-08,19:16,02:16,Mañana,Oficina Remota,
E037,2024-07-30,19:48,02:48,Tarde,Almacén,Eos blanditiis ullam voluptatem expedita.
E088,2024-09-10,22:30,04:30,Noche,Planta de Producción,Cumque impedit consequuntur tempora ea eos.
E021,2024-08-06,23:53,05:53,Mañana,Oficina Central,
E071,2024-09-14,17:37,23:37,Mañana,Almacén,
E115,2024-11-18,20:54,03:54,Noche,Almacén,
E092,2024-11-25,12:52,20:52,Tarde,Oficina Remota,
E041,2024-06-22,13:31,21:31,Libre,Oficina Remota,
E081,2024-08-14,14:56,22:56,Libre,Oficina Central,
E095,2024-07-01,12:56,19:56,Noche,Almacén,
E061,2025-02-07,17:49,00:49,Tarde,Oficina Central,
E070,2024-06-26,01:11,09:11,Libre,Planta de Producción,
E114,2024-05-28,13:19,19:19,Mañana,Oficina Remota,
E053,2024-10-02,07:49,14:49,Tarde,Almacén,
E020,2024-05-14,10:42,16:42,Libre,Oficina Remota,
E053,2024-12-29,00:24,07:24,Libre,Planta de Producción,
