timestamp,empleado_id,pregunta,intencion_detectada,respuesta_chatbot,satisfaccion_usuario
2025-04-23 13:40:44,E141,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes contactarnos por email o teléfono.,4
2025-04-23 13:39:46,E091,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes contactarnos por email o teléfono.,5
2025-04-23 13:39:14,E145,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes hacerlo a través de tu perfil.,1
2025-04-23 13:40:09,E108,¿Cuál es el horario de trabajo?,Consultar_horario,El horario es de 9:00 a 18:00.,4
2025-04-23 13:38:42,E134,¿Hay oportunidades de formación?,Consultar_formacion,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:41:23,E011,¿Cómo puedo cambiar mi información personal?,Actualizar_info,La política se encuentra en el portal del empleado.,4
2025-04-23 13:39:01,E070,¿Cuál es mi salario?,Consultar_salario,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:40:23,E118,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes hacerlo a través de tu perfil.,2
2025-04-23 13:38:58,E111,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:41:39,E032,¿Cuál es mi salario?,Consultar_salario,"Por favor, contacta con el departamento de nóminas.",3
2025-04-23 13:40:56,E025,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Tienes 8 días disponibles.,3
2025-04-23 13:38:53,E050,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,"Ofrecemos seguro médico, plan de pensiones como beneficios.",3
2025-04-23 13:40:17,E059,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Tienes 29 días disponibles.,5
2025-04-23 13:40:50,E026,¿Hay oportunidades de formación?,Consultar_formacion,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:41:37,E034,¿Cuál es el horario de trabajo?,Consultar_horario,La política se encuentra en el portal del empleado.,4
2025-04-23 13:39:29,E143,¿Cuál es mi salario?,Consultar_salario,Tienes 20 días disponibles.,2
2025-04-23 13:41:07,E028,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Tu salario es 3377.18.,3
2025-04-23 13:40:41,E101,No he recibido mi nómina.,Reclamar_nomina,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:41:26,E138,¿Cuál es el horario de trabajo?,Consultar_horario,Tienes 23 días disponibles.,4
2025-04-23 13:41:29,E128,¿Cómo solicito una baja médica?,Solicitar_baja,Debes seguir los siguientes pasos: el sistema de gestión.,1
2025-04-23 13:38:46,E103,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tienes 24 días disponibles.,3
2025-04-23 13:40:19,E059,¿Hay oportunidades de formación?,Consultar_formacion,La política se encuentra en el portal del empleado.,5
2025-04-23 13:40:42,E129,No he recibido mi nómina.,Reclamar_nomina,Puedes contactarnos por email o teléfono.,5
2025-04-23 13:40:44,E146,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes contactarnos por email o teléfono.,4
2025-04-23 13:41:30,E105,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:39:46,E031,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Puedes hacerlo a través de tu perfil.,2
2025-04-23 13:40:35,E066,¿Cuál es mi salario?,Consultar_salario,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:40:10,E030,¿Hay oportunidades de formación?,Consultar_formacion,"Por favor, contacta con el departamento de nóminas.",2
2025-04-23 13:38:52,E009,¿Cómo solicito una baja médica?,Solicitar_baja,"Sí, puedes encontrar información en la intranet.",1
2025-04-23 13:41:17,E022,No he recibido mi nómina.,Reclamar_nomina,"Ofrecemos seguro médico, plan de pensiones como beneficios.",3
2025-04-23 13:39:43,E084,¿Cómo solicito una baja médica?,Solicitar_baja,Tu salario es 3737.11.,5
2025-04-23 13:41:14,E072,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,El horario es de 9:00 a 18:00.,5
2025-04-23 13:39:57,E103,¿Cuál es mi salario?,Consultar_salario,"Sí, puedes encontrar información en la intranet.",1
2025-04-23 13:41:25,E092,No he recibido mi nómina.,Reclamar_nomina,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:40:02,E102,¿Hay oportunidades de formación?,Consultar_formacion,La política se encuentra en el portal del empleado.,5
2025-04-23 13:39:40,E011,¿Cuál es la política de teletrabajo?,Consultar_politica,Tienes 24 días disponibles.,5
2025-04-23 13:41:22,E015,¿Cuál es el horario de trabajo?,Consultar_horario,El horario es de 9:00 a 18:00.,5
2025-04-23 13:39:18,E116,¿Cuál es el horario de trabajo?,Consultar_horario,Debes seguir los siguientes pasos: el sistema de gestión.,5
2025-04-23 13:39:11,E060,¿Hay oportunidades de formación?,Consultar_formacion,Debes seguir los siguientes pasos: el sistema de gestión.,5
2025-04-23 13:39:36,E113,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:41:30,E133,¿Cómo solicito una baja médica?,Solicitar_baja,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:39:35,E025,¿Cuál es la política de teletrabajo?,Consultar_politica,"Sí, puedes encontrar información en la intranet.",3
2025-04-23 13:40:49,E114,¿Cuál es mi salario?,Consultar_salario,Tu salario es 1998.69.,5
2025-04-23 13:41:36,E142,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Sí, puedes encontrar información en la intranet.",4
2025-04-23 13:41:30,E033,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:41:29,E063,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Puedes contactarnos por email o teléfono.,1
2025-04-23 13:40:55,E013,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tienes 10 días disponibles.,1
2025-04-23 13:39:47,E103,¿Hay oportunidades de formación?,Consultar_formacion,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:39:55,E138,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:40:31,E042,¿Cómo solicito una baja médica?,Solicitar_baja,"Sí, puedes encontrar información en la intranet.",4
2025-04-23 13:39:10,E120,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes contactarnos por email o teléfono.,4
2025-04-23 13:41:30,E049,¿Cómo solicito una baja médica?,Solicitar_baja,Debes seguir los siguientes pasos: el sistema de gestión.,3
2025-04-23 13:41:01,E083,¿Cuál es mi salario?,Consultar_salario,Tienes 20 días disponibles.,5
2025-04-23 13:40:46,E008,¿Cuál es el horario de trabajo?,Consultar_horario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",3
2025-04-23 13:39:23,E132,¿Hay oportunidades de formación?,Consultar_formacion,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:38:47,E035,¿Cuál es mi salario?,Consultar_salario,La política se encuentra en el portal del empleado.,5
2025-04-23 13:40:07,E111,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Debes seguir los siguientes pasos: el sistema de gestión.,5
2025-04-23 13:39:40,E002,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,"Por favor, contacta con el departamento de nóminas.",1
2025-04-23 13:41:15,E025,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:41:35,E117,¿Hay oportunidades de formación?,Consultar_formacion,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:40:59,E051,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Tu salario es 1808.02.,4
2025-04-23 13:40:15,E074,¿Hay oportunidades de formación?,Consultar_formacion,El horario es de 9:00 a 18:00.,3
2025-04-23 13:40:07,E046,No he recibido mi nómina.,Reclamar_nomina,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:40:17,E118,¿Cuál es mi salario?,Consultar_salario,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:40:34,E046,¿Cómo solicito una baja médica?,Solicitar_baja,"Por favor, contacta con el departamento de nóminas.",3
2025-04-23 13:40:52,E089,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:39:31,E006,¿Cómo solicito una baja médica?,Solicitar_baja,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:39:53,E108,¿Cuál es el horario de trabajo?,Consultar_horario,Debes seguir los siguientes pasos: el sistema de gestión.,3
2025-04-23 13:40:58,E067,¿Hay oportunidades de formación?,Consultar_formacion,El horario es de 9:00 a 18:00.,3
2025-04-23 13:40:51,E089,No he recibido mi nómina.,Reclamar_nomina,La política se encuentra en el portal del empleado.,3
2025-04-23 13:40:34,E018,¿Cómo solicito una baja médica?,Solicitar_baja,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:40:45,E147,¿Cómo solicito una baja médica?,Solicitar_baja,Tu salario es 3408.47.,5
2025-04-23 13:39:48,E150,No he recibido mi nómina.,Reclamar_nomina,Debes seguir los siguientes pasos: el sistema de gestión.,5
2025-04-23 13:40:06,E141,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,"Sí, puedes encontrar información en la intranet.",2
2025-04-23 13:41:10,E149,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Puedes hacerlo a través de tu perfil.,1
2025-04-23 13:41:32,E049,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,El horario es de 9:00 a 18:00.,5
2025-04-23 13:40:10,E012,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Ofrecemos seguro médico, plan de pensiones como beneficios.",2
2025-04-23 13:39:26,E038,¿Cuál es mi salario?,Consultar_salario,Debes seguir los siguientes pasos: el sistema de gestión.,3
2025-04-23 13:41:13,E143,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,El horario es de 9:00 a 18:00.,4
2025-04-23 13:38:55,E042,¿Cuál es la política de teletrabajo?,Consultar_politica,El horario es de 9:00 a 18:00.,4
2025-04-23 13:40:29,E093,¿Cómo puedo cambiar mi información personal?,Actualizar_info,El horario es de 9:00 a 18:00.,3
2025-04-23 13:40:45,E004,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:39:59,E044,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tu salario es 2969.51.,3
2025-04-23 13:40:48,E144,¿Cuál es el horario de trabajo?,Consultar_horario,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:41:02,E034,¿Cuál es mi salario?,Consultar_salario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",5
2025-04-23 13:38:55,E122,¿Cuál es mi salario?,Consultar_salario,Debes seguir los siguientes pasos: el sistema de gestión.,3
2025-04-23 13:38:52,E136,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,La política se encuentra en el portal del empleado.,4
2025-04-23 13:38:45,E009,¿Hay oportunidades de formación?,Consultar_formacion,Tienes 27 días disponibles.,3
2025-04-23 13:39:28,E139,¿Cómo solicito una baja médica?,Solicitar_baja,Tu salario es 3346.53.,2
2025-04-23 13:39:40,E096,¿Cómo solicito una baja médica?,Solicitar_baja,Tienes 22 días disponibles.,3
2025-04-23 13:40:27,E029,¿Cuál es el horario de trabajo?,Consultar_horario,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:41:34,E079,¿Cuál es el horario de trabajo?,Consultar_horario,El horario es de 9:00 a 18:00.,4
2025-04-23 13:38:52,E068,¿Cómo solicito una baja médica?,Solicitar_baja,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:40:17,E094,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:39:56,E024,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tienes 20 días disponibles.,5
2025-04-23 13:40:32,E136,¿Cuál es el horario de trabajo?,Consultar_horario,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:39:25,E023,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:39:48,E093,¿Cómo solicito una baja médica?,Solicitar_baja,El horario es de 9:00 a 18:00.,2
2025-04-23 13:41:37,E033,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Ofrecemos seguro médico, plan de pensiones como beneficios.",3
2025-04-23 13:39:44,E006,¿Cuál es la política de teletrabajo?,Consultar_politica,"Por favor, contacta con el departamento de nóminas.",3
2025-04-23 13:38:56,E073,¿Cuál es la política de teletrabajo?,Consultar_politica,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:39:16,E010,¿Cómo solicito una baja médica?,Solicitar_baja,Tu salario es 2238.18.,4
2025-04-23 13:41:17,E028,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:39:42,E081,¿Cuál es la política de teletrabajo?,Consultar_politica,El horario es de 9:00 a 18:00.,4
2025-04-23 13:41:18,E015,No he recibido mi nómina.,Reclamar_nomina,Tienes 21 días disponibles.,4
2025-04-23 13:41:31,E046,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:40:45,E129,¿Cuál es el horario de trabajo?,Consultar_horario,La política se encuentra en el portal del empleado.,3
2025-04-23 13:40:35,E134,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:40:51,E123,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Tienes 13 días disponibles.,4
2025-04-23 13:41:21,E052,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,"Por favor, contacta con el departamento de nóminas.",3
2025-04-23 13:39:38,E064,¿Cuál es el horario de trabajo?,Consultar_horario,"Sí, puedes encontrar información en la intranet.",3
2025-04-23 13:41:17,E002,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:40:10,E141,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes contactarnos por email o teléfono.,2
2025-04-23 13:39:25,E005,No he recibido mi nómina.,Reclamar_nomina,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:38:49,E011,¿Cuál es mi salario?,Consultar_salario,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:41:37,E004,¿Cuál es mi salario?,Consultar_salario,Puedes contactarnos por email o teléfono.,4
2025-04-23 13:39:49,E085,¿Hay oportunidades de formación?,Consultar_formacion,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:40:52,E010,¿Cuál es el horario de trabajo?,Consultar_horario,El horario es de 9:00 a 18:00.,5
2025-04-23 13:41:03,E122,¿Cuál es mi salario?,Consultar_salario,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:38:47,E043,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:39:47,E065,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tu salario es 2055.36.,4
2025-04-23 13:41:18,E004,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,La política se encuentra en el portal del empleado.,2
2025-04-23 13:41:06,E006,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:41:35,E109,No he recibido mi nómina.,Reclamar_nomina,Debes seguir los siguientes pasos: el sistema de gestión.,2
2025-04-23 13:39:00,E090,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:39:48,E104,¿Cómo solicito una baja médica?,Solicitar_baja,Tu salario es 1537.78.,1
2025-04-23 13:39:46,E147,¿Hay oportunidades de formación?,Consultar_formacion,Tu salario es 2538.42.,1
2025-04-23 13:41:04,E047,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,El horario es de 9:00 a 18:00.,3
2025-04-23 13:40:53,E062,No he recibido mi nómina.,Reclamar_nomina,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:39:34,E095,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes hacerlo a través de tu perfil.,2
2025-04-23 13:40:33,E145,¿Cuál es el horario de trabajo?,Consultar_horario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",2
2025-04-23 13:41:22,E060,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:39:15,E023,¿Cómo solicito una baja médica?,Solicitar_baja,La política se encuentra en el portal del empleado.,3
2025-04-23 13:39:37,E110,¿Cuál es el horario de trabajo?,Consultar_horario,El horario es de 9:00 a 18:00.,1
2025-04-23 13:39:23,E136,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,La política se encuentra en el portal del empleado.,4
2025-04-23 13:39:49,E105,¿Cuál es la política de teletrabajo?,Consultar_politica,La política se encuentra en el portal del empleado.,3
2025-04-23 13:41:02,E054,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Ofrecemos seguro médico, plan de pensiones como beneficios.",2
2025-04-23 13:41:12,E041,No he recibido mi nómina.,Reclamar_nomina,Debes seguir los siguientes pasos: el sistema de gestión.,3
2025-04-23 13:39:30,E055,¿Cómo solicito una baja médica?,Solicitar_baja,Tienes 8 días disponibles.,4
2025-04-23 13:39:39,E116,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:40:15,E048,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes contactarnos por email o teléfono.,2
2025-04-23 13:40:06,E060,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:40:06,E041,¿Cómo puedo cambiar mi información personal?,Actualizar_info,El horario es de 9:00 a 18:00.,3
2025-04-23 13:39:02,E024,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,El horario es de 9:00 a 18:00.,5
2025-04-23 13:41:39,E049,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:41:06,E028,¿Cuál es el horario de trabajo?,Consultar_horario,La política se encuentra en el portal del empleado.,2
2025-04-23 13:39:51,E124,No he recibido mi nómina.,Reclamar_nomina,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:40:58,E119,No he recibido mi nómina.,Reclamar_nomina,La política se encuentra en el portal del empleado.,5
2025-04-23 13:39:17,E074,¿Cuál es mi salario?,Consultar_salario,El horario es de 9:00 a 18:00.,3
2025-04-23 13:41:14,E095,No he recibido mi nómina.,Reclamar_nomina,"Sí, puedes encontrar información en la intranet.",4
2025-04-23 13:38:45,E072,¿Hay oportunidades de formación?,Consultar_formacion,El horario es de 9:00 a 18:00.,4
2025-04-23 13:38:45,E124,¿Cuál es mi salario?,Consultar_salario,La política se encuentra en el portal del empleado.,4
2025-04-23 13:39:39,E102,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,"Ofrecemos seguro médico, plan de pensiones como beneficios.",5
2025-04-23 13:39:13,E105,No he recibido mi nómina.,Reclamar_nomina,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:40:09,E095,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Por favor, contacta con el departamento de nóminas.",3
2025-04-23 13:41:38,E121,¿Cuál es la política de teletrabajo?,Consultar_politica,Debes seguir los siguientes pasos: el sistema de gestión.,5
2025-04-23 13:38:51,E128,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Tienes 11 días disponibles.,4
2025-04-23 13:39:33,E069,No he recibido mi nómina.,Reclamar_nomina,La política se encuentra en el portal del empleado.,5
2025-04-23 13:39:05,E033,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tu salario es 2366.24.,4
2025-04-23 13:40:08,E056,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Tienes 8 días disponibles.,3
2025-04-23 13:38:47,E085,¿Cuál es mi salario?,Consultar_salario,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:39:50,E117,¿Cuál es mi salario?,Consultar_salario,Debes seguir los siguientes pasos: el sistema de gestión.,3
2025-04-23 13:40:11,E111,¿Cómo solicito una baja médica?,Solicitar_baja,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:41:39,E039,¿Cuál es el horario de trabajo?,Consultar_horario,La política se encuentra en el portal del empleado.,5
2025-04-23 13:39:05,E100,¿Hay oportunidades de formación?,Consultar_formacion,Tienes 7 días disponibles.,5
2025-04-23 13:40:09,E038,¿Cómo solicito una baja médica?,Solicitar_baja,La política se encuentra en el portal del empleado.,3
2025-04-23 13:39:17,E016,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:41:18,E113,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Ofrecemos seguro médico, plan de pensiones como beneficios.",1
2025-04-23 13:39:19,E016,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tu salario es 3704.64.,4
2025-04-23 13:40:17,E037,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:40:48,E117,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:41:36,E121,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Ofrecemos seguro médico, plan de pensiones como beneficios.",5
2025-04-23 13:41:37,E001,¿Cuál es mi salario?,Consultar_salario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:38:47,E028,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes contactarnos por email o teléfono.,2
2025-04-23 13:41:00,E112,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Sí, puedes encontrar información en la intranet.",4
2025-04-23 13:40:24,E096,¿Cuál es mi salario?,Consultar_salario,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:39:20,E074,¿Cómo solicito una baja médica?,Solicitar_baja,"Por favor, contacta con el departamento de nóminas.",2
2025-04-23 13:39:36,E098,¿Hay oportunidades de formación?,Consultar_formacion,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:39:26,E146,¿Cómo puedo cambiar mi información personal?,Actualizar_info,La política se encuentra en el portal del empleado.,5
2025-04-23 13:40:32,E090,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Puedes contactarnos por email o teléfono.,4
2025-04-23 13:39:57,E024,¿Cuál es mi salario?,Consultar_salario,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:41:10,E141,¿Cuál es el horario de trabajo?,Consultar_horario,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:40:11,E129,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,La política se encuentra en el portal del empleado.,3
2025-04-23 13:41:06,E115,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes contactarnos por email o teléfono.,1
2025-04-23 13:41:21,E051,No he recibido mi nómina.,Reclamar_nomina,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:41:21,E136,No he recibido mi nómina.,Reclamar_nomina,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:40:11,E149,¿Hay oportunidades de formación?,Consultar_formacion,"Sí, puedes encontrar información en la intranet.",3
2025-04-23 13:41:10,E067,¿Cómo puedo cambiar mi información personal?,Actualizar_info,El horario es de 9:00 a 18:00.,4
2025-04-23 13:41:32,E002,¿Cuál es mi salario?,Consultar_salario,El horario es de 9:00 a 18:00.,4
2025-04-23 13:39:04,E133,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tienes 29 días disponibles.,4
2025-04-23 13:41:03,E030,¿Cómo solicito una baja médica?,Solicitar_baja,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:39:23,E137,No he recibido mi nómina.,Reclamar_nomina,"Sí, puedes encontrar información en la intranet.",3
2025-04-23 13:38:56,E023,¿Cómo puedo cambiar mi información personal?,Actualizar_info,La política se encuentra en el portal del empleado.,3
2025-04-23 13:38:43,E019,¿Cuál es la política de teletrabajo?,Consultar_politica,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:39:33,E112,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes contactarnos por email o teléfono.,2
2025-04-23 13:39:57,E129,¿Cuál es el horario de trabajo?,Consultar_horario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:41:35,E113,¿Cuál es la política de teletrabajo?,Consultar_politica,Tienes 23 días disponibles.,3
2025-04-23 13:40:00,E009,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:41:33,E142,¿Hay oportunidades de formación?,Consultar_formacion,La política se encuentra en el portal del empleado.,3
2025-04-23 13:38:41,E030,¿Cuál es la política de teletrabajo?,Consultar_politica,Debes seguir los siguientes pasos: el sistema de gestión.,3
2025-04-23 13:39:57,E016,¿Cuál es mi salario?,Consultar_salario,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:40:17,E063,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tu salario es 2694.44.,3
2025-04-23 13:40:58,E104,¿Cuál es mi salario?,Consultar_salario,"Sí, puedes encontrar información en la intranet.",3
2025-04-23 13:38:43,E108,¿Cuál es mi salario?,Consultar_salario,Puedes contactarnos por email o teléfono.,5
2025-04-23 13:41:14,E003,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,La política se encuentra en el portal del empleado.,4
2025-04-23 13:41:02,E048,¿Hay oportunidades de formación?,Consultar_formacion,Tu salario es 3468.22.,1
2025-04-23 13:40:46,E109,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,El horario es de 9:00 a 18:00.,3
2025-04-23 13:39:35,E125,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:38:58,E095,¿Hay oportunidades de formación?,Consultar_formacion,La política se encuentra en el portal del empleado.,2
2025-04-23 13:38:59,E121,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Ofrecemos seguro médico, plan de pensiones como beneficios.",3
2025-04-23 13:40:43,E014,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes contactarnos por email o teléfono.,1
2025-04-23 13:39:50,E056,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Ofrecemos seguro médico, plan de pensiones como beneficios.",1
2025-04-23 13:38:43,E106,¿Cómo solicito una baja médica?,Solicitar_baja,Tu salario es 2571.77.,3
2025-04-23 13:40:39,E102,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:39:57,E033,¿Cuál es mi salario?,Consultar_salario,Tu salario es 3149.12.,2
2025-04-23 13:39:16,E138,¿Hay oportunidades de formación?,Consultar_formacion,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:38:52,E048,¿Hay oportunidades de formación?,Consultar_formacion,La política se encuentra en el portal del empleado.,4
2025-04-23 13:41:08,E035,¿Cómo solicito una baja médica?,Solicitar_baja,Tienes 23 días disponibles.,4
2025-04-23 13:41:04,E118,¿Cuál es la política de teletrabajo?,Consultar_politica,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:39:57,E115,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:41:15,E015,¿Cuál es mi salario?,Consultar_salario,El horario es de 9:00 a 18:00.,5
