empleado_id,fecha_encuesta,pregunta,respuesta,comentarios
E1042,2024-09-13,¿Sientes que tu trabajo es valorado y reconocido?,4,
E1042,2024-09-13,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E1042,2024-09-13,¿Hay algo específico que te gustaría que la empresa mejorara?,,Aut at quam vero esse commodi incidunt excepturi voluptatum.
E450,2024-07-26,¿Qué tan satisfecho estás con tu salario y beneficios?,4,
E450,2024-07-26,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E450,2024-07-26,¿Cómo calificarías la comunicación con tu supervisor directo?,4,
E450,2024-07-26,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,1,
E450,2024-07-26,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,1,
E450,2024-07-26,¿Recomendarías esta empresa a un amigo/a para trabajar?,5,
E450,2024-07-26,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E450,2024-07-26,¿Sientes que tu trabajo es valorado y reconocido?,4,
E450,2024-07-26,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E450,2024-07-26,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E322,2024-08-10,¿Qué tan satisfecho estás con tu salario y beneficios?,1,
E322,2024-08-10,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E322,2024-08-10,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E322,2024-08-10,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E322,2024-08-10,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E322,2024-08-10,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E322,2024-08-10,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E322,2024-08-10,¿Sientes que tu trabajo es valorado y reconocido?,4,
E322,2024-08-10,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E322,2024-08-10,¿Hay algo específico que te gustaría que la empresa mejorara?,,Similique recusandae eum doloribus similique temporibus unde architecto.
E1175,2025-02-09,¿Qué tan satisfecho estás con tu salario y beneficios?,2,
E1175,2025-02-09,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E1175,2025-02-09,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E1175,2025-02-09,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,1,
E1175,2025-02-09,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E1175,2025-02-09,¿Recomendarías esta empresa a un amigo/a para trabajar?,1,
E1175,2025-02-09,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E1175,2025-02-09,¿Sientes que tu trabajo es valorado y reconocido?,4,
E1175,2025-02-09,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E1175,2025-02-09,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E1041,2025-01-12,¿Qué tan satisfecho estás con tu salario y beneficios?,1,
E1041,2025-01-12,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E1041,2025-01-12,¿Cómo calificarías la comunicación con tu supervisor directo?,2,
E1041,2025-01-12,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E1041,2025-01-12,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,1,
E1041,2025-01-12,¿Recomendarías esta empresa a un amigo/a para trabajar?,4,
E1041,2025-01-12,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E1041,2025-01-12,¿Sientes que tu trabajo es valorado y reconocido?,2,
E1041,2025-01-12,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,2,
E1041,2025-01-12,¿Hay algo específico que te gustaría que la empresa mejorara?,,Eligendi totam necessitatibus ipsum porro eaque incidunt deserunt distinctio provident.
E679,2025-01-07,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E679,2025-01-07,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E679,2025-01-07,¿Cómo calificarías la comunicación con tu supervisor directo?,4,
E679,2025-01-07,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,2,
E679,2025-01-07,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E679,2025-01-07,¿Recomendarías esta empresa a un amigo/a para trabajar?,4,
E679,2025-01-07,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E679,2025-01-07,¿Sientes que tu trabajo es valorado y reconocido?,1,
E679,2025-01-07,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E679,2025-01-07,¿Hay algo específico que te gustaría que la empresa mejorara?,,Eveniet necessitatibus ducimus tempora saepe suscipit itaque dignissimos sed natus minus.
E119,2024-04-25,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E119,2024-04-25,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E119,2024-04-25,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E119,2024-04-25,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,3,
E119,2024-04-25,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E119,2024-04-25,¿Recomendarías esta empresa a un amigo/a para trabajar?,1,
E119,2024-04-25,¿Qué tan claras son las políticas y procedimientos de la empresa?,1,
E119,2024-04-25,¿Sientes que tu trabajo es valorado y reconocido?,3,
E119,2024-04-25,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E119,2024-04-25,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E1080,2025-01-23,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E1080,2025-01-23,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E1080,2025-01-23,¿Cómo calificarías la comunicación con tu supervisor directo?,4,
E1080,2025-01-23,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E1080,2025-01-23,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,4,
E1080,2025-01-23,¿Recomendarías esta empresa a un amigo/a para trabajar?,5,
E1080,2025-01-23,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E1080,2025-01-23,¿Sientes que tu trabajo es valorado y reconocido?,1,
E1080,2025-01-23,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E1080,2025-01-23,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E719,2024-11-22,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E719,2024-11-22,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E719,2024-11-22,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E719,2024-11-22,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E719,2024-11-22,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E719,2024-11-22,¿Recomendarías esta empresa a un amigo/a para trabajar?,5,
E719,2024-11-22,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E719,2024-11-22,¿Sientes que tu trabajo es valorado y reconocido?,5,
E719,2024-11-22,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E719,2024-11-22,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E1041,2025-04-22,¿Qué tan satisfecho estás con tu salario y beneficios?,1,
E1041,2025-04-22,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E1041,2025-04-22,¿Cómo calificarías la comunicación con tu supervisor directo?,2,
E1041,2025-04-22,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E1041,2025-04-22,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E1041,2025-04-22,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E1041,2025-04-22,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E1041,2025-04-22,¿Sientes que tu trabajo es valorado y reconocido?,2,
E1041,2025-04-22,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E1041,2025-04-22,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E481,2024-05-01,¿Qué tan satisfecho estás con tu salario y beneficios?,2,
E481,2024-05-01,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E481,2024-05-01,¿Cómo calificarías la comunicación con tu supervisor directo?,1,
E481,2024-05-01,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,1,
E481,2024-05-01,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,4,
E481,2024-05-01,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E481,2024-05-01,¿Qué tan claras son las políticas y procedimientos de la empresa?,1,
E481,2024-05-01,¿Sientes que tu trabajo es valorado y reconocido?,3,
E481,2024-05-01,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E481,2024-05-01,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E064,2024-07-20,¿Qué tan satisfecho estás con tu salario y beneficios?,3,
E064,2024-07-20,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,3,
E064,2024-07-20,¿Cómo calificarías la comunicación con tu supervisor directo?,2,
E064,2024-07-20,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E064,2024-07-20,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,1,
E064,2024-07-20,¿Recomendarías esta empresa a un amigo/a para trabajar?,1,
E064,2024-07-20,¿Qué tan claras son las políticas y procedimientos de la empresa?,5,
E064,2024-07-20,¿Sientes que tu trabajo es valorado y reconocido?,5,
E064,2024-07-20,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E064,2024-07-20,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E330,2024-11-08,¿Qué tan satisfecho estás con tu salario y beneficios?,4,
E330,2024-11-08,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,4,
E330,2024-11-08,¿Cómo calificarías la comunicación con tu supervisor directo?,2,
E330,2024-11-08,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,1,
E330,2024-11-08,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,4,
E330,2024-11-08,¿Recomendarías esta empresa a un amigo/a para trabajar?,1,
E330,2024-11-08,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E330,2024-11-08,¿Sientes que tu trabajo es valorado y reconocido?,5,
E330,2024-11-08,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E330,2024-11-08,¿Hay algo específico que te gustaría que la empresa mejorara?,,Ipsum assumenda dolor vitae quo fuga porro.
E190,2024-11-27,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E190,2024-11-27,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,3,
E190,2024-11-27,¿Cómo calificarías la comunicación con tu supervisor directo?,1,
E190,2024-11-27,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,3,
E190,2024-11-27,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,4,
E190,2024-11-27,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E190,2024-11-27,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E190,2024-11-27,¿Sientes que tu trabajo es valorado y reconocido?,4,
E190,2024-11-27,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,4,
E190,2024-11-27,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E732,2024-09-05,¿Qué tan satisfecho estás con tu salario y beneficios?,1,
E732,2024-09-05,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,4,
E732,2024-09-05,¿Cómo calificarías la comunicación con tu supervisor directo?,2,
E732,2024-09-05,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E732,2024-09-05,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E732,2024-09-05,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E732,2024-09-05,¿Qué tan claras son las políticas y procedimientos de la empresa?,1,
E732,2024-09-05,¿Sientes que tu trabajo es valorado y reconocido?,1,
E732,2024-09-05,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,2,
E732,2024-09-05,¿Hay algo específico que te gustaría que la empresa mejorara?,,Facilis modi ad incidunt ab sequi libero tempora atque.
E844,2025-03-24,¿Qué tan satisfecho estás con tu salario y beneficios?,3,
E844,2025-03-24,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,3,
E844,2025-03-24,¿Cómo calificarías la comunicación con tu supervisor directo?,2,
E844,2025-03-24,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,3,
E844,2025-03-24,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E844,2025-03-24,¿Recomendarías esta empresa a un amigo/a para trabajar?,4,
E844,2025-03-24,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E844,2025-03-24,¿Sientes que tu trabajo es valorado y reconocido?,3,
E844,2025-03-24,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E844,2025-03-24,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E014,2024-04-27,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E014,2024-04-27,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E014,2024-04-27,¿Cómo calificarías la comunicación con tu supervisor directo?,2,
E014,2024-04-27,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E014,2024-04-27,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,4,
E014,2024-04-27,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E014,2024-04-27,¿Qué tan claras son las políticas y procedimientos de la empresa?,5,
E014,2024-04-27,¿Sientes que tu trabajo es valorado y reconocido?,1,
E014,2024-04-27,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,4,
E014,2024-04-27,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E184,2024-05-24,¿Qué tan satisfecho estás con tu salario y beneficios?,3,
E184,2024-05-24,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E184,2024-05-24,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E184,2024-05-24,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E184,2024-05-24,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,2,
E184,2024-05-24,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E184,2024-05-24,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E184,2024-05-24,¿Sientes que tu trabajo es valorado y reconocido?,4,
E184,2024-05-24,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E184,2024-05-24,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E505,2024-10-31,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E505,2024-10-31,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E505,2024-10-31,¿Cómo calificarías la comunicación con tu supervisor directo?,1,
E505,2024-10-31,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,1,
E505,2024-10-31,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,2,
E505,2024-10-31,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E505,2024-10-31,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E505,2024-10-31,¿Sientes que tu trabajo es valorado y reconocido?,5,
E505,2024-10-31,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E505,2024-10-31,¿Hay algo específico que te gustaría que la empresa mejorara?,,Iusto sit tenetur occaecati reiciendis corrupti quis tenetur.
E379,2024-10-30,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E379,2024-10-30,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E379,2024-10-30,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E379,2024-10-30,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E379,2024-10-30,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,4,
E379,2024-10-30,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E379,2024-10-30,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E379,2024-10-30,¿Sientes que tu trabajo es valorado y reconocido?,1,
E379,2024-10-30,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,4,
E379,2024-10-30,¿Hay algo específico que te gustaría que la empresa mejorara?,,Nemo libero fugiat saepe sed suscipit nemo.
E488,2024-12-14,¿Qué tan satisfecho estás con tu salario y beneficios?,2,
E488,2024-12-14,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E488,2024-12-14,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E488,2024-12-14,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E488,2024-12-14,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E488,2024-12-14,¿Recomendarías esta empresa a un amigo/a para trabajar?,4,
E488,2024-12-14,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E488,2024-12-14,¿Sientes que tu trabajo es valorado y reconocido?,5,
E488,2024-12-14,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E488,2024-12-14,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E091,2024-12-27,¿Qué tan satisfecho estás con tu salario y beneficios?,2,
E091,2024-12-27,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,2,
E091,2024-12-27,¿Cómo calificarías la comunicación con tu supervisor directo?,2,
E091,2024-12-27,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,2,
E091,2024-12-27,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,2,
E091,2024-12-27,¿Recomendarías esta empresa a un amigo/a para trabajar?,1,
E091,2024-12-27,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E091,2024-12-27,¿Sientes que tu trabajo es valorado y reconocido?,3,
E091,2024-12-27,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,3,
E091,2024-12-27,¿Hay algo específico que te gustaría que la empresa mejorara?,,Molestiae totam natus repudiandae corrupti ab blanditiis eius.
E102,2025-02-28,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E102,2025-02-28,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E102,2025-02-28,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E102,2025-02-28,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E102,2025-02-28,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E102,2025-02-28,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E102,2025-02-28,¿Qué tan claras son las políticas y procedimientos de la empresa?,5,
E102,2025-02-28,¿Sientes que tu trabajo es valorado y reconocido?,2,
E102,2025-02-28,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E102,2025-02-28,¿Hay algo específico que te gustaría que la empresa mejorara?,,Quibusdam consequatur totam minus temporibus ullam sint ex.
E958,2025-01-14,¿Qué tan satisfecho estás con tu salario y beneficios?,4,
E958,2025-01-14,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,4,
E958,2025-01-14,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E958,2025-01-14,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E958,2025-01-14,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,4,
E958,2025-01-14,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E958,2025-01-14,¿Qué tan claras son las políticas y procedimientos de la empresa?,1,
E958,2025-01-14,¿Sientes que tu trabajo es valorado y reconocido?,5,
E958,2025-01-14,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E958,2025-01-14,¿Hay algo específico que te gustaría que la empresa mejorara?,,Dolore harum eligendi dolorum voluptatem iure dolore ipsam occaecati ut hic recusandae veniam quod.
E752,2025-02-12,¿Qué tan satisfecho estás con tu salario y beneficios?,2,
E752,2025-02-12,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,3,
E752,2025-02-12,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E752,2025-02-12,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E752,2025-02-12,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,4,
E752,2025-02-12,¿Recomendarías esta empresa a un amigo/a para trabajar?,5,
E752,2025-02-12,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E752,2025-02-12,¿Sientes que tu trabajo es valorado y reconocido?,5,
E752,2025-02-12,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E752,2025-02-12,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E1195,2025-01-15,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E1195,2025-01-15,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E1195,2025-01-15,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E1195,2025-01-15,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,2,
E1195,2025-01-15,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E1195,2025-01-15,¿Recomendarías esta empresa a un amigo/a para trabajar?,4,
E1195,2025-01-15,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E1195,2025-01-15,¿Sientes que tu trabajo es valorado y reconocido?,2,
E1195,2025-01-15,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E1195,2025-01-15,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E241,2024-05-10,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E241,2024-05-10,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E241,2024-05-10,¿Cómo calificarías la comunicación con tu supervisor directo?,5,
E241,2024-05-10,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E241,2024-05-10,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E241,2024-05-10,¿Recomendarías esta empresa a un amigo/a para trabajar?,4,
E241,2024-05-10,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E241,2024-05-10,¿Sientes que tu trabajo es valorado y reconocido?,2,
E241,2024-05-10,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E241,2024-05-10,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E624,2024-12-11,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E624,2024-12-11,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E624,2024-12-11,¿Cómo calificarías la comunicación con tu supervisor directo?,4,
E624,2024-12-11,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E624,2024-12-11,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,5,
E624,2024-12-11,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E624,2024-12-11,¿Qué tan claras son las políticas y procedimientos de la empresa?,5,
E624,2024-12-11,¿Sientes que tu trabajo es valorado y reconocido?,3,
E624,2024-12-11,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,2,
E624,2024-12-11,¿Hay algo específico que te gustaría que la empresa mejorara?,,Repudiandae odit impedit corrupti ex odit harum officiis deleniti.
E583,2025-01-07,¿Qué tan satisfecho estás con tu salario y beneficios?,2,
E583,2025-01-07,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
E583,2025-01-07,¿Cómo calificarías la comunicación con tu supervisor directo?,1,
E583,2025-01-07,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E583,2025-01-07,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E583,2025-01-07,¿Recomendarías esta empresa a un amigo/a para trabajar?,2,
E583,2025-01-07,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E583,2025-01-07,¿Sientes que tu trabajo es valorado y reconocido?,1,
E583,2025-01-07,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,5,
E583,2025-01-07,¿Hay algo específico que te gustaría que la empresa mejorara?,,Porro voluptas ex quia ipsam suscipit.
E528,2024-11-18,¿Qué tan satisfecho estás con tu salario y beneficios?,3,
E528,2024-11-18,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,3,
E528,2024-11-18,¿Cómo calificarías la comunicación con tu supervisor directo?,1,
E528,2024-11-18,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E528,2024-11-18,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,3,
E528,2024-11-18,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E528,2024-11-18,¿Qué tan claras son las políticas y procedimientos de la empresa?,4,
E528,2024-11-18,¿Sientes que tu trabajo es valorado y reconocido?,5,
E528,2024-11-18,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,2,
E528,2024-11-18,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E797,2024-12-09,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E797,2024-12-09,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,3,
E797,2024-12-09,¿Cómo calificarías la comunicación con tu supervisor directo?,4,
E797,2024-12-09,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E797,2024-12-09,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,1,
E797,2024-12-09,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E797,2024-12-09,¿Qué tan claras son las políticas y procedimientos de la empresa?,3,
E797,2024-12-09,¿Sientes que tu trabajo es valorado y reconocido?,5,
E797,2024-12-09,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E797,2024-12-09,¿Hay algo específico que te gustaría que la empresa mejorara?,,
E1069,2025-03-27,¿Qué tan satisfecho estás con tu salario y beneficios?,4,
E1069,2025-03-27,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E1069,2025-03-27,¿Cómo calificarías la comunicación con tu supervisor directo?,1,
E1069,2025-03-27,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,4,
E1069,2025-03-27,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,2,
E1069,2025-03-27,¿Recomendarías esta empresa a un amigo/a para trabajar?,3,
E1069,2025-03-27,¿Qué tan claras son las políticas y procedimientos de la empresa?,1,
E1069,2025-03-27,¿Sientes que tu trabajo es valorado y reconocido?,1,
E1069,2025-03-27,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E1069,2025-03-27,¿Hay algo específico que te gustaría que la empresa mejorara?,,Perferendis asperiores dolorem dicta vel quidem atque.
E164,2024-09-17,¿Qué tan satisfecho estás con tu salario y beneficios?,5,
E164,2024-09-17,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,5,
E164,2024-09-17,¿Cómo calificarías la comunicación con tu supervisor directo?,3,
E164,2024-09-17,¿Qué tan positivo dirías que es el ambiente laboral en tu equipo?,5,
E164,2024-09-17,¿Consideras que la empresa se preocupa por el bienestar de sus empleados?,1,
E164,2024-09-17,¿Recomendarías esta empresa a un amigo/a para trabajar?,5,
E164,2024-09-17,¿Qué tan claras son las políticas y procedimientos de la empresa?,2,
E164,2024-09-17,¿Sientes que tu trabajo es valorado y reconocido?,3,
E164,2024-09-17,¿Estás satisfecho con el equilibrio entre tu vida laboral y personal?,1,
E164,2024-09-17,¿Hay algo específico que te gustaría que la empresa mejorara?,,Quae expedita eos dolor enim maxime repudiandae iure.
E380,2025-04-05,¿Qué tan satisfecho estás con tu salario y beneficios?,4,
E380,2025-04-05,¿Sientes que tienes oportunidades de crecimiento y desarrollo profesional en la empresa?,1,
