id_solicitud,id_empleado,fecha_inicio,fecha_fin,duracion_dias,fecha_solicitud,estado,motivo_rechazo,periodo_anio,mes_solicitud,dia_semana_solicitud
3216,129,2024-10-27,2024-11-03,8,2024-10-05,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Saturday
3217,144,2024-09-10,2024-09-14,5,2024-06-13,Rechazada,No se cumple la antigüedad mínima de 6.0 meses.,2024,6,Thursday
3218,7,2025-03-25,2025-03-28,4,2025-02-04,Aceptada,,2025,2,Tuesday
3219,50,2025-03-06,2025-03-17,12,2024-12-08,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Sunday
3220,50,2024-11-07,2024-11-12,6,2024-09-15,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Sunday
3221,60,2025-06-07,2025-06-26,20,2025-03-10,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,3,Monday
3222,15,2025-04-30,2025-05-13,14,2025-03-26,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Wednesday
3223,70,2024-11-14,2024-11-20,7,2024-10-06,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Sunday
3224,107,2025-01-22,2025-01-27,6,2024-12-23,Aceptada,,2025,12,Monday
3225,142,2024-09-11,2024-09-19,9,2024-06-23,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Sunday
3226,28,2025-03-27,2025-03-28,2,2025-03-20,Aceptada,,2025,3,Thursday
3227,9,2024-10-03,2024-10-07,5,2024-09-22,Aceptada,,2024,9,Sunday
3228,105,2024-12-04,2024-12-19,16,2024-11-22,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,11,Friday
3229,100,2025-03-25,2025-03-27,3,2025-02-15,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Saturday
3230,16,2024-08-22,2024-08-24,3,2024-07-29,Aceptada,,2024,7,Monday
3231,76,2025-03-26,2025-04-13,19,2025-03-17,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,3,Monday
3232,118,2024-07-02,2024-07-07,6,2024-05-12,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Sunday
3233,94,2024-11-29,2024-12-06,8,2024-11-03,Aceptada,,2024,11,Sunday
3234,127,2024-10-29,2024-10-29,1,2024-10-06,Aceptada,,2024,10,Sunday
3235,40,2025-05-12,2025-05-27,16,2025-04-10,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,4,Thursday
3236,146,2024-10-08,2024-10-09,2,2024-07-19,Aceptada,,2024,7,Friday
3237,129,2025-03-07,2025-03-10,4,2025-02-02,Aceptada,,2025,2,Sunday
3238,41,2024-07-09,2024-07-23,15,2024-04-29,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,4,Monday
3239,146,2025-03-07,2025-03-11,5,2025-01-08,Aceptada,,2025,1,Wednesday
3240,52,2024-08-22,2024-09-08,18,2024-08-06,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,8,Tuesday
3241,38,2024-08-30,2024-09-06,8,2024-06-16,Aceptada,,2024,6,Sunday
3242,28,2024-05-30,2024-06-05,7,2024-05-06,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Monday
3243,90,2024-06-13,2024-06-13,1,2024-05-23,Aceptada,,2024,5,Thursday
3244,15,2024-08-27,2024-09-10,15,2024-07-01,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Monday
3245,111,2024-10-22,2024-11-09,19,2024-08-26,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Monday
3246,106,2024-07-27,2024-08-15,20,2024-07-10,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Wednesday
3247,39,2024-09-23,2024-09-26,4,2024-09-08,Aceptada,,2024,9,Sunday
3248,72,2024-11-24,2024-11-25,2,2024-10-26,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Saturday
3249,73,2024-08-23,2024-08-23,1,2024-07-30,Aceptada,,2024,7,Tuesday
3250,115,2024-07-18,2024-08-02,16,2024-05-08,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,5,Wednesday
3251,22,2025-03-01,2025-03-03,3,2025-02-02,Aceptada,,2025,2,Sunday
3252,48,2025-03-20,2025-03-24,5,2025-02-20,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Thursday
3253,16,2024-09-09,2024-09-16,8,2024-06-21,Aceptada,,2024,6,Friday
3254,16,2025-03-15,2025-03-30,16,2025-01-25,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Saturday
3255,115,2024-07-11,2024-07-22,12,2024-07-04,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Thursday
3256,80,2024-07-11,2024-07-22,12,2024-07-05,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,7,Friday
3257,51,2024-06-26,2024-07-08,13,2024-05-09,Aceptada,,2024,5,Thursday
3258,46,2024-12-25,2024-12-31,7,2024-12-03,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,12,Tuesday
3259,143,2024-11-08,2024-11-23,16,2024-10-26,Aceptada,,2024,10,Saturday
3260,128,2024-09-24,2024-10-02,9,2024-07-28,Aceptada,,2024,7,Sunday
3261,133,2025-01-15,2025-01-26,12,2025-01-06,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Monday
3262,56,2024-07-02,2024-07-17,16,2024-06-22,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Saturday
3263,143,2024-10-29,2024-11-05,8,2024-10-13,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Sunday
3264,14,2025-05-15,2025-05-28,14,2025-03-16,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,3,Sunday
3265,136,2025-03-30,2025-03-31,2,2025-01-23,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Thursday
3266,1,2025-05-10,2025-05-14,5,2025-04-06,Rechazada,No se cumple la antigüedad mínima de 12.0 meses.,2025,4,Sunday
3267,150,2025-02-26,2025-03-05,8,2025-02-01,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Saturday
3268,19,2025-04-27,2025-05-01,5,2025-01-28,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Tuesday
3269,67,2024-12-27,2025-01-12,17,2024-11-18,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,11,Monday
3270,140,2024-11-04,2024-11-04,1,2024-09-06,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Friday
3271,73,2024-09-17,2024-10-02,16,2024-08-13,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Tuesday
3272,100,2024-08-07,2024-08-18,12,2024-07-24,Aceptada,,2024,7,Wednesday
3273,13,2024-11-07,2024-11-17,11,2024-09-21,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Saturday
3274,9,2024-11-05,2024-11-20,16,2024-08-24,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,8,Saturday
3275,17,2024-07-25,2024-08-01,8,2024-06-16,Aceptada,,2024,6,Sunday
3276,14,2024-12-27,2025-01-05,10,2024-12-06,Aceptada,,2024,12,Friday
3277,22,2024-11-28,2024-12-17,20,2024-09-14,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2024,9,Saturday
3278,10,2025-04-12,2025-04-23,12,2025-01-24,Rechazada,No se cumple la antigüedad mínima de 12.0 meses.,2025,1,Friday
3279,130,2024-08-08,2024-08-10,3,2024-08-01,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Thursday
3280,129,2024-06-12,2024-06-16,5,2024-05-17,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Friday
3281,48,2025-06-01,2025-06-08,8,2025-03-25,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Tuesday
3282,13,2024-07-29,2024-08-05,8,2024-07-19,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Friday
3283,72,2025-04-07,2025-04-09,3,2025-03-03,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Monday
3284,3,2025-01-29,2025-02-04,7,2024-12-17,Aceptada,,2025,12,Tuesday
3285,57,2025-02-12,2025-03-01,18,2024-12-09,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,12,Monday
3286,119,2025-03-03,2025-03-14,12,2025-01-28,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,1,Tuesday
3287,94,2025-03-04,2025-03-22,19,2025-01-17,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,1,Friday
3288,99,2024-10-10,2024-10-12,3,2024-08-12,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Monday
3289,73,2025-05-11,2025-05-24,14,2025-04-05,Aceptada,,2025,4,Saturday
3290,34,2024-08-20,2024-08-26,7,2024-08-06,Aceptada,,2024,8,Tuesday
3291,25,2024-07-08,2024-07-08,1,2024-06-06,Aceptada,,2024,6,Thursday
3292,73,2024-11-18,2024-11-19,2,2024-09-18,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Wednesday
3293,105,2024-06-06,2024-06-16,11,2024-04-24,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,4,Wednesday
3294,71,2024-06-08,2024-06-20,13,2024-05-30,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Thursday
3295,56,2025-05-30,2025-06-12,14,2025-04-09,Aceptada,,2025,4,Wednesday
3296,125,2025-03-14,2025-04-01,19,2024-12-23,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Monday
3297,123,2025-01-12,2025-01-24,13,2024-10-18,Aceptada,,2025,10,Friday
3298,33,2025-01-19,2025-02-03,16,2024-12-20,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,12,Friday
3299,20,2024-10-31,2024-11-08,9,2024-09-07,Aceptada,,2024,9,Saturday
3300,30,2024-08-13,2024-08-24,12,2024-07-24,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Wednesday
3301,5,2024-07-17,2024-07-28,12,2024-05-06,Rechazada,No se cumple la antigüedad mínima de 12.0 meses.,2024,5,Monday
3302,4,2024-07-19,2024-08-03,16,2024-05-22,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Wednesday
3303,12,2024-10-08,2024-10-25,18,2024-09-03,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,9,Tuesday
3304,123,2024-12-27,2024-12-29,3,2024-11-30,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,11,Saturday
3305,133,2025-03-16,2025-03-27,12,2025-01-21,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Tuesday
3306,130,2024-12-31,2025-01-06,7,2024-10-11,Aceptada,,2024,10,Friday
3307,147,2025-05-08,2025-05-09,2,2025-03-24,Aceptada,,2025,3,Monday
3308,138,2024-10-21,2024-11-02,13,2024-08-20,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,8,Tuesday
3309,47,2024-08-06,2024-08-25,20,2024-07-02,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2024,7,Tuesday
3310,74,2024-12-14,2025-01-02,20,2024-12-04,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,12,Wednesday
3311,27,2024-08-09,2024-08-16,8,2024-05-30,Aceptada,,2024,5,Thursday
3312,84,2025-01-19,2025-01-31,13,2024-12-31,Aceptada,,2025,12,Tuesday
3313,81,2024-11-28,2024-12-04,7,2024-11-20,Aceptada,,2024,11,Wednesday
3314,93,2024-12-12,2024-12-14,3,2024-09-13,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Friday
3315,16,2024-10-21,2024-10-31,11,2024-07-30,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,7,Tuesday
3316,10,2025-03-23,2025-04-09,18,2025-01-07,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Tuesday
3317,124,2024-09-24,2024-10-10,17,2024-08-07,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2024,8,Wednesday
3318,36,2024-09-12,2024-09-29,18,2024-08-16,Aceptada,,2024,8,Friday
3319,102,2024-11-19,2024-12-06,18,2024-08-31,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,8,Saturday
3320,1,2024-08-03,2024-08-15,13,2024-06-25,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Tuesday
3321,51,2025-04-21,2025-05-08,18,2025-03-28,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Friday
3322,21,2024-10-10,2024-10-14,5,2024-09-05,Aceptada,,2024,9,Thursday
3323,27,2025-04-09,2025-04-22,14,2025-03-01,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,3,Saturday
3324,63,2024-08-06,2024-08-06,1,2024-06-07,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Friday
3325,86,2024-12-15,2024-12-22,8,2024-09-30,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Monday
3326,119,2024-09-13,2024-09-23,11,2024-09-03,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,9,Tuesday
3327,138,2025-04-25,2025-04-30,6,2025-02-14,Aceptada,,2025,2,Friday
3328,15,2024-08-27,2024-09-10,15,2024-08-02,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Friday
3329,111,2024-07-23,2024-07-26,4,2024-06-22,Aceptada,,2024,6,Saturday
3330,47,2025-02-07,2025-02-08,2,2025-01-13,Aceptada,,2025,1,Monday
3331,125,2024-11-20,2024-11-28,9,2024-10-14,Aceptada,,2024,10,Monday
3332,48,2025-03-20,2025-03-25,6,2024-12-26,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Thursday
3333,88,2024-12-29,2025-01-13,16,2024-11-24,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,11,Sunday
3334,140,2024-12-05,2024-12-12,8,2024-11-15,Aceptada,,2024,11,Friday
3335,112,2024-07-11,2024-07-27,17,2024-04-26,Aceptada,,2024,4,Friday
3336,84,2024-11-15,2024-11-27,13,2024-09-15,Aceptada,,2024,9,Sunday
3337,13,2025-04-12,2025-04-30,19,2025-01-24,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,1,Friday
3338,88,2025-03-05,2025-03-24,20,2025-01-01,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Wednesday
3339,70,2024-07-21,2024-08-03,14,2024-05-10,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Friday
3340,45,2025-05-25,2025-06-10,17,2025-02-24,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,2,Monday
3341,127,2024-05-16,2024-05-31,16,2024-05-10,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,5,Friday
3342,107,2024-12-29,2025-01-12,15,2024-11-17,Aceptada,,2024,11,Sunday
3343,47,2024-11-06,2024-11-15,10,2024-09-30,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Monday
3344,1,2025-02-02,2025-02-15,14,2024-11-27,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,11,Wednesday
3345,69,2025-02-21,2025-03-10,18,2024-12-27,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,12,Friday
3346,53,2025-03-16,2025-03-26,11,2025-02-05,Aceptada,,2025,2,Wednesday
3347,105,2024-10-02,2024-10-07,6,2024-08-13,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Tuesday
3348,80,2025-03-02,2025-03-04,3,2025-01-02,Aceptada,,2025,1,Thursday
3349,19,2024-12-17,2024-12-18,2,2024-11-09,Aceptada,,2024,11,Saturday
3350,109,2024-06-23,2024-07-06,14,2024-05-16,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,5,Thursday
3351,12,2024-07-29,2024-08-01,4,2024-06-17,Aceptada,,2024,6,Monday
3352,39,2024-07-17,2024-07-31,15,2024-05-27,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,5,Monday
3353,108,2024-08-16,2024-08-22,7,2024-06-18,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Tuesday
3354,136,2025-02-12,2025-02-14,3,2024-12-13,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Friday
3355,13,2024-11-28,2024-12-12,15,2024-11-22,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,11,Friday
3356,134,2024-08-10,2024-08-20,11,2024-07-11,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Thursday
3357,65,2025-01-21,2025-02-08,19,2024-12-09,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Monday
3358,116,2025-04-06,2025-04-14,9,2025-02-25,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Tuesday
3359,45,2024-11-18,2024-11-29,12,2024-10-15,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Tuesday
3360,1,2024-06-26,2024-07-06,11,2024-04-28,Rechazada,No se cumple la antigüedad mínima de 12.0 meses.,2024,4,Sunday
3361,102,2025-01-25,2025-02-09,16,2024-12-03,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,12,Tuesday
3362,114,2024-08-11,2024-08-15,5,2024-07-25,Aceptada,,2024,7,Thursday
3363,48,2024-08-11,2024-08-29,19,2024-08-05,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,8,Monday
3364,95,2024-07-06,2024-07-24,19,2024-05-21,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,5,Tuesday
3365,128,2025-03-24,2025-04-06,14,2025-01-20,Aceptada,,2025,1,Monday
3366,130,2024-08-24,2024-09-12,20,2024-06-13,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Thursday
3367,41,2024-09-23,2024-09-25,3,2024-09-05,Aceptada,,2024,9,Thursday
3368,139,2025-01-23,2025-02-06,15,2025-01-16,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,1,Thursday
3369,50,2024-12-29,2024-12-31,3,2024-10-22,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Tuesday
3370,8,2024-10-29,2024-11-08,11,2024-08-01,Aceptada,,2024,8,Thursday
3371,74,2024-12-06,2024-12-10,5,2024-10-30,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Wednesday
3372,16,2025-05-18,2025-05-19,2,2025-03-01,Aceptada,,2025,3,Saturday
3373,80,2025-02-10,2025-02-15,6,2024-11-12,Aceptada,,2025,11,Tuesday
3374,40,2024-12-28,2024-12-31,4,2024-11-02,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,11,Saturday
3375,40,2025-03-24,2025-04-04,12,2024-12-27,Aceptada,,2025,12,Friday
3376,38,2025-02-09,2025-02-22,14,2024-12-02,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Monday
3377,148,2024-06-29,2024-07-11,13,2024-05-08,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,5,Wednesday
3378,12,2025-01-15,2025-01-25,11,2024-12-11,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Wednesday
3379,29,2025-02-23,2025-02-27,5,2024-12-23,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Monday
3380,45,2025-02-16,2025-03-05,18,2024-12-10,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,12,Tuesday
3381,92,2025-02-03,2025-02-16,14,2024-11-20,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,11,Wednesday
3382,71,2024-11-27,2024-11-28,2,2024-09-11,Aceptada,,2024,9,Wednesday
3383,132,2024-10-24,2024-10-30,7,2024-08-19,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Monday
3384,47,2024-10-01,2024-10-07,7,2024-07-09,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Tuesday
3385,138,2024-10-26,2024-11-01,7,2024-09-12,Aceptada,,2024,9,Thursday
3386,17,2025-05-31,2025-06-01,2,2025-03-10,Aceptada,,2025,3,Monday
3387,13,2024-06-23,2024-06-25,3,2024-05-28,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Tuesday
3388,75,2025-01-12,2025-01-19,8,2024-10-22,Aceptada,,2025,10,Tuesday
3389,10,2024-07-09,2024-07-13,5,2024-06-17,Rechazada,No se cumple la antigüedad mínima de 12.0 meses.,2024,6,Monday
3390,102,2024-10-08,2024-10-16,9,2024-08-18,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Sunday
3391,73,2024-12-22,2024-12-22,1,2024-11-08,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,11,Friday
3392,26,2025-04-05,2025-04-21,17,2025-03-31,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,3,Monday
3393,101,2024-10-14,2024-10-17,4,2024-09-04,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Wednesday
3394,50,2025-02-20,2025-03-09,18,2025-01-05,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,1,Sunday
3395,46,2025-04-04,2025-04-10,7,2025-02-07,Aceptada,,2025,2,Friday
3396,50,2025-04-20,2025-04-25,6,2025-04-11,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,4,Friday
3397,30,2025-05-21,2025-05-25,5,2025-03-01,Aceptada,,2025,3,Saturday
3398,20,2025-03-10,2025-03-13,4,2025-03-01,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Saturday
3399,3,2024-10-19,2024-11-02,15,2024-09-22,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,9,Sunday
3400,75,2025-03-07,2025-03-24,18,2025-01-14,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Tuesday
3401,13,2024-11-04,2024-11-09,6,2024-10-28,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Monday
3402,24,2024-07-23,2024-08-09,18,2024-07-06,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,7,Saturday
3403,93,2024-08-06,2024-08-24,19,2024-06-23,Aceptada,,2024,6,Sunday
3404,23,2025-03-06,2025-03-21,16,2025-02-02,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,2,Sunday
3405,108,2025-05-16,2025-05-30,15,2025-03-23,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Sunday
3406,127,2025-03-22,2025-03-25,4,2025-01-21,Aceptada,,2025,1,Tuesday
3407,107,2025-02-01,2025-02-19,19,2025-01-06,Rechazada,Duración de vacaciones excede el límite permitido de 18 días.,2025,1,Monday
3408,62,2024-08-03,2024-08-18,16,2024-07-17,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,7,Wednesday
3409,144,2025-03-09,2025-03-10,2,2025-02-01,Rechazada,Solicitud dentro del periodo de bloqueo de vacaciones.,2025,2,Saturday
3410,118,2025-05-10,2025-05-27,18,2025-04-01,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,4,Tuesday
3411,37,2025-04-20,2025-05-05,16,2025-01-30,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Thursday
3412,17,2025-04-02,2025-04-13,12,2025-01-02,Aceptada,,2025,1,Thursday
3413,26,2025-03-09,2025-03-19,11,2025-03-04,Aceptada,,2025,3,Tuesday
3414,85,2025-01-07,2025-01-10,4,2024-11-25,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,11,Monday
3415,57,2024-06-06,2024-06-21,16,2024-04-26,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,4,Friday
3416,136,2024-06-05,2024-06-16,12,2024-04-28,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,4,Sunday
3417,136,2024-09-03,2024-09-08,6,2024-06-22,Aceptada,,2024,6,Saturday
3418,131,2025-05-16,2025-06-04,20,2025-03-31,Aceptada,,2025,3,Monday
3419,52,2024-08-05,2024-08-17,13,2024-07-28,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,7,Sunday
3420,2,2025-03-12,2025-03-30,19,2025-01-28,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Tuesday
3421,55,2024-08-20,2024-08-25,6,2024-07-09,Aceptada,,2024,7,Tuesday
3422,34,2024-11-27,2024-12-12,16,2024-09-02,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,9,Monday
3423,20,2024-08-21,2024-08-21,1,2024-05-28,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Tuesday
3424,55,2025-01-13,2025-01-23,11,2024-10-25,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,10,Friday
3425,20,2024-09-26,2024-10-04,9,2024-07-14,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Sunday
3426,59,2025-05-09,2025-05-17,9,2025-04-03,Aceptada,,2025,4,Thursday
3427,98,2024-07-15,2024-07-15,1,2024-05-17,Aceptada,,2024,5,Friday
